timestamp,source_chain,destination_chain,token,amount_usd,gas_price_gwei,network_congestion,bridge_latency_sec,bridge,fee_usd
2023-01-31 10:07:00,Polygon,Avalanche,USDT,1431.91,27.74,0.42,9.32,LI.FI,10.74
2023-02-20 05:44:00,Ethereum,Avalanche,USDC,8530.41,197.1,0.89,32.78,Stargate,5.3
2023-03-08 06:01:00,Polygon,Avalanche,USDC,9527.34,116.6,0.67,52.13,Hop,22.37
2023-01-27 00:38:00,Avalanche,BSC,USDT,3977.56,136.89,0.87,52.03,LI.FI,5.13
2023-03-04 03:07:00,Polygon,Ethereum,USDC,1927.74,167.2,0.78,44.44,Wormhole,16.02
2023-02-26 18:29:00,Avalanche,Avalanche,USDC,6712.2,76.95,0.52,25.57,Celer,23.33
2023-01-15 20:08:00,Avalanche,Arbitrum,ETH,8519.45,136.54,0.4,15.05,LI.FI,18.35
2023-01-27 07:13:00,BSC,Arbitrum,ETH,6827.71,77.13,0.16,40.92,Stargate,10.21
2023-02-03 04:13:00,Arbitrum,Polygon,DAI,3509.93,171.02,0.19,46.47,Celer,10.49
2023-01-18 13:04:00,BSC,Polygon,DAI,399.69,145.0,0.14,5.34,Hop,18.34
2023-02-25 22:46:00,Arbitrum,Polygon,ETH,8422.33,192.35,0.51,9.03,Wormhole,25.29
2023-01-29 21:22:00,Arbitrum,Avalanche,USDC,1664.04,135.94,0.65,17.89,Stargate,21.93
2023-01-23 03:56:00,Arbitrum,BSC,DAI,8309.98,150.13,0.14,9.47,Hop,10.39
2023-01-13 18:21:00,Arbitrum,Ethereum,ETH,6817.96,92.78,0.13,33.03,LI.FI,8.91
2023-02-27 14:39:00,Ethereum,Ethereum,USDC,7068.18,105.59,0.49,43.8,Celer,23.17
2023-02-07 00:36:00,Ethereum,Ethereum,USDC,7552.31,176.42,0.73,32.83,LI.FI,10.8
2023-01-01 22:16:00,Avalanche,Avalanche,DAI,1826.64,164.18,0.59,52.2,Stargate,27.49
2023-02-05 19:53:00,Ethereum,Arbitrum,ETH,2040.23,55.99,0.29,51.06,LI.FI,1.48
2023-01-08 20:58:00,Avalanche,Arbitrum,DAI,5255.34,16.97,0.6,57.93,LI.FI,24.54
2023-03-03 10:09:00,Ethereum,BSC,ETH,9697.34,130.27,0.73,58.95,Wormhole,21.5
2023-01-11 13:25:00,Polygon,Polygon,USDT,6930.53,7.69,0.19,30.27,Wormhole,1.52
2023-01-05 18:36:00,BSC,Polygon,USDT,8314.73,122.73,0.48,14.56,Wormhole,2.38
2023-03-02 17:41:00,Ethereum,Polygon,ETH,3623.25,80.27,0.37,47.22,Stargate,26.06
2023-02-07 11:07:00,Polygon,Avalanche,USDC,7642.61,109.91,0.2,41.07,Hop,0.4
2023-03-01 10:25:00,Polygon,Ethereum,USDC,4924.65,81.13,0.18,9.3,Hop,13.78
2023-01-05 17:50:00,Avalanche,Polygon,USDC,9688.03,129.48,0.79,13.01,Stargate,2.74
2023-02-28 16:28:00,Ethereum,Avalanche,USDC,8949.71,38.05,0.22,26.41,Stargate,14.6
2023-01-09 02:11:00,Ethereum,Ethereum,USDC,2818.3,196.05,0.88,45.59,Celer,0.89
2023-03-01 03:00:00,Ethereum,Ethereum,DAI,1844.96,149.1,0.65,9.14,LI.FI,14.25
2023-02-01 06:37:00,Polygon,Ethereum,DAI,8555.55,160.29,0.88,24.0,LI.FI,11.43
2023-01-17 02:53:00,BSC,Avalanche,USDC,5769.52,73.35,0.5,11.19,Hop,1.9
2023-01-18 04:23:00,Polygon,BSC,USDT,2908.73,57.23,0.99,11.11,Wormhole,19.58
2023-03-08 15:31:00,BSC,Ethereum,ETH,7335.36,160.3,0.4,38.27,Hop,7.19
2023-02-02 05:16:00,Avalanche,BSC,ETH,7710.27,125.19,0.6,14.13,Stargate,2.33
2023-02-13 17:02:00,Polygon,Avalanche,USDC,390.32,65.44,0.69,49.91,Wormhole,27.48
2023-03-08 00:18:00,Avalanche,BSC,USDC,9373.29,108.16,0.19,7.05,Hop,3.37
2023-02-01 21:18:00,Arbitrum,BSC,DAI,686.56,24.39,0.89,8.04,Hop,18.78
2023-02-02 00:49:00,Polygon,Polygon,DAI,8029.2,52.08,0.32,50.77,Stargate,24.62
2023-03-02 04:44:00,BSC,Arbitrum,USDC,1578.07,166.76,0.81,14.64,Wormhole,3.59
2023-02-05 12:33:00,Ethereum,BSC,DAI,4731.61,74.86,0.46,59.47,Stargate,12.29
2023-01-23 13:40:00,BSC,Avalanche,USDT,7867.54,120.8,0.88,7.52,Wormhole,11.04
2023-01-15 13:22:00,Avalanche,Avalanche,ETH,9596.73,18.22,0.71,11.43,Celer,27.88
2023-02-18 17:11:00,Arbitrum,Polygon,DAI,5117.85,14.12,0.19,54.5,Stargate,1.11
2023-01-14 07:52:00,BSC,Polygon,DAI,28.32,127.52,0.13,55.4,Celer,5.53
2023-02-19 12:09:00,Polygon,Ethereum,USDC,7463.03,173.23,0.12,32.06,Celer,8.95
2023-01-17 06:13:00,Avalanche,BSC,USDC,6151.27,27.4,0.96,24.77,Stargate,9.0
2023-01-19 23:11:00,Polygon,Arbitrum,USDC,2754.26,135.97,0.35,29.88,Stargate,16.16
2023-03-08 11:44:00,Arbitrum,Polygon,USDC,735.75,112.02,0.31,34.09,Wormhole,18.63
2023-01-05 16:13:00,Arbitrum,Avalanche,DAI,6503.91,123.69,0.68,46.27,Wormhole,12.0
2023-02-08 21:31:00,Polygon,Arbitrum,USDT,4674.27,157.55,0.77,9.78,Hop,3.4
2023-01-12 08:48:00,BSC,Ethereum,USDT,1066.64,81.12,0.92,17.68,LI.FI,20.85
2023-02-22 23:38:00,Ethereum,Arbitrum,USDT,6793.97,198.71,0.32,59.67,Celer,10.59
2023-02-08 21:43:00,BSC,BSC,ETH,9436.09,81.29,0.52,24.27,Stargate,16.53
2023-02-02 07:39:00,Ethereum,Ethereum,ETH,2153.08,97.14,0.68,13.85,Celer,20.66
2023-02-20 16:39:00,Avalanche,Arbitrum,ETH,6171.45,126.49,0.68,32.54,Celer,28.83
2023-02-12 23:18:00,Polygon,BSC,ETH,5629.75,77.04,0.33,6.99,Stargate,17.08
2023-02-18 05:10:00,Avalanche,Ethereum,USDC,9470.55,166.05,0.17,36.93,Hop,8.85
2023-01-28 00:28:00,Arbitrum,BSC,ETH,5091.5,164.65,0.31,48.6,Wormhole,18.32
2023-01-18 07:18:00,Ethereum,BSC,ETH,7166.79,162.24,0.69,55.44,Hop,12.15
2023-02-07 20:44:00,BSC,Arbitrum,ETH,9044.3,80.17,0.3,7.26,Hop,9.47
2023-02-26 18:03:00,Arbitrum,Avalanche,DAI,4488.01,25.45,0.92,13.46,LI.FI,8.91
2023-02-01 11:20:00,Avalanche,Ethereum,ETH,1884.58,65.22,0.86,21.25,LI.FI,26.24
2023-01-21 23:59:00,Avalanche,BSC,DAI,3622.03,26.57,0.52,8.77,Stargate,14.9
2023-01-20 11:19:00,BSC,Arbitrum,USDT,7328.64,134.34,0.49,47.49,Celer,20.71
2023-02-22 04:26:00,Avalanche,Ethereum,USDC,6823.21,154.93,0.88,30.04,Celer,10.35
2023-01-16 00:30:00,Polygon,Arbitrum,ETH,4018.95,110.69,0.18,5.09,Celer,11.0
2023-01-20 18:18:00,Polygon,Ethereum,USDT,1112.09,185.52,0.37,45.91,Celer,12.31
2023-02-26 20:13:00,BSC,Ethereum,USDT,9877.83,45.81,0.55,53.91,Celer,6.76
2023-01-23 07:03:00,Avalanche,Ethereum,DAI,7985.39,31.24,0.45,40.45,LI.FI,12.72
2023-02-14 04:52:00,Polygon,Arbitrum,ETH,3272.14,82.61,0.95,53.04,Stargate,25.15
2023-01-12 02:34:00,Polygon,Arbitrum,USDC,3514.82,181.46,0.39,17.7,LI.FI,13.72
2023-01-02 11:04:00,Polygon,Avalanche,USDT,5629.46,103.98,0.67,47.53,LI.FI,18.7
2023-02-09 05:20:00,Polygon,Avalanche,USDC,9893.22,146.45,0.85,43.91,Wormhole,4.7
2023-02-22 17:21:00,Arbitrum,Arbitrum,DAI,8019.5,124.61,0.9,23.45,Celer,4.64
2023-01-07 08:50:00,BSC,Ethereum,USDT,7881.42,117.4,0.47,6.14,Stargate,11.0
2023-03-03 09:18:00,Avalanche,Arbitrum,USDC,3966.58,49.21,0.66,25.01,Celer,29.19
2023-03-10 13:46:00,BSC,Polygon,USDT,7065.9,103.85,0.87,33.82,Wormhole,17.56
2023-01-07 19:48:00,Ethereum,Arbitrum,DAI,9686.97,104.36,0.26,52.41,Celer,27.78
2023-01-19 17:25:00,Arbitrum,Polygon,ETH,889.51,24.99,0.79,34.75,Celer,10.74
2023-03-09 08:43:00,Ethereum,Polygon,USDC,986.66,42.21,0.93,29.79,Stargate,22.21
2023-01-15 19:26:00,BSC,Arbitrum,USDC,8624.7,108.5,0.6,43.34,LI.FI,5.06
2023-02-14 05:52:00,BSC,Avalanche,DAI,9509.31,66.2,0.37,25.9,Celer,26.93
2023-01-01 03:25:00,Polygon,BSC,USDC,6121.41,31.82,0.9,20.92,Hop,8.51
2023-01-07 04:54:00,Polygon,Arbitrum,USDC,4045.39,83.77,0.5,25.62,Stargate,8.94
2023-01-12 20:32:00,BSC,Avalanche,USDT,8434.59,77.06,0.7,11.2,LI.FI,9.02
2023-01-27 05:19:00,BSC,Arbitrum,USDT,1780.86,85.44,0.6,43.4,Celer,5.54
2023-02-17 05:21:00,Polygon,Ethereum,ETH,1406.71,149.76,0.44,39.84,Wormhole,23.77
2023-02-27 14:57:00,Avalanche,Avalanche,USDT,9098.92,160.37,0.62,46.62,LI.FI,24.42
2023-02-03 17:17:00,Avalanche,Ethereum,DAI,3318.0,44.33,0.46,25.72,LI.FI,21.82
2023-03-06 00:39:00,Arbitrum,Ethereum,USDC,26.77,18.23,0.6,50.3,Wormhole,8.35
2023-01-27 11:50:00,Avalanche,Avalanche,USDT,4688.99,125.16,0.41,32.77,Celer,20.44
2023-03-08 10:55:00,Ethereum,Polygon,USDC,9404.06,81.9,0.74,47.79,Wormhole,20.15
2023-02-06 19:56:00,Arbitrum,Arbitrum,DAI,6394.49,73.22,0.44,21.87,Stargate,9.49
2023-02-18 08:31:00,Avalanche,Arbitrum,USDC,2142.68,78.61,0.43,5.06,Stargate,20.96
2023-01-28 20:45:00,BSC,Polygon,ETH,5063.97,112.46,0.2,5.17,LI.FI,13.84
2023-02-08 15:19:00,Avalanche,BSC,USDT,6951.77,69.37,0.56,43.01,Stargate,26.98
2023-01-27 00:06:00,Ethereum,Ethereum,ETH,1702.29,135.36,0.45,58.72,Celer,16.19
2023-03-08 12:03:00,Ethereum,Avalanche,USDT,4358.66,179.15,0.38,56.6,Celer,9.96
2023-01-04 18:07:00,Avalanche,Avalanche,ETH,8355.59,167.14,0.21,41.53,Wormhole,0.32
2023-01-12 16:46:00,Ethereum,Polygon,USDT,1034.57,196.26,0.68,27.87,Hop,3.26
2023-01-09 22:51:00,BSC,Avalanche,USDT,7379.97,154.93,0.38,39.15,Wormhole,1.25
2023-01-12 09:44:00,Ethereum,Ethereum,USDT,2631.24,98.22,0.59,40.92,Hop,26.29
2023-03-09 07:12:00,BSC,Arbitrum,DAI,5576.58,53.38,0.27,52.93,Hop,13.02
2023-02-07 08:50:00,Avalanche,BSC,USDT,490.08,82.99,0.62,33.71,Celer,18.65
2023-02-12 16:03:00,Arbitrum,Avalanche,DAI,1763.58,42.2,0.81,36.61,Wormhole,2.53
2023-03-07 14:23:00,Ethereum,Avalanche,USDC,2212.43,64.13,0.18,52.06,Stargate,24.58
2023-01-26 03:50:00,Avalanche,Arbitrum,USDC,4443.46,118.44,0.34,8.27,Stargate,14.69
2023-01-09 12:34:00,Polygon,Polygon,ETH,1991.71,165.18,0.38,57.79,Stargate,6.52
2023-01-08 04:59:00,BSC,Polygon,USDT,3896.4,70.72,0.74,37.95,Hop,25.96
2023-01-04 10:09:00,Arbitrum,Ethereum,USDC,5955.21,130.99,0.73,39.44,LI.FI,14.26
2023-01-13 08:47:00,Avalanche,BSC,USDT,5856.57,99.93,0.1,56.86,Celer,5.82
2023-01-04 16:50:00,Avalanche,Avalanche,USDC,6648.59,87.35,0.34,30.98,Hop,20.12
2023-02-14 12:08:00,BSC,Avalanche,USDT,1275.39,82.59,0.23,9.94,LI.FI,9.78
2023-03-03 00:07:00,Avalanche,Ethereum,USDT,7010.73,73.39,0.38,41.1,LI.FI,7.66
2023-02-24 15:35:00,BSC,Arbitrum,USDC,3350.4,80.55,0.66,33.47,Stargate,6.13
2023-02-14 09:04:00,Avalanche,Avalanche,DAI,381.8,164.95,0.85,42.83,Wormhole,18.47
2023-02-14 07:14:00,Avalanche,Arbitrum,USDC,7062.68,22.68,0.9,45.2,Celer,12.64
2023-01-29 23:32:00,BSC,Ethereum,USDT,2414.48,104.34,0.65,13.73,Stargate,11.87
2023-02-22 18:11:00,Polygon,Avalanche,DAI,85.84,121.91,0.46,59.92,Wormhole,23.3
2023-02-23 09:47:00,Ethereum,Polygon,USDC,2974.12,163.72,0.25,21.17,Wormhole,28.2
2023-01-13 01:25:00,Arbitrum,Ethereum,USDT,4384.31,186.08,0.12,5.66,Wormhole,16.67
2023-02-28 01:30:00,Ethereum,BSC,DAI,996.57,55.86,0.33,19.44,Celer,10.75
2023-01-11 07:39:00,Avalanche,Polygon,DAI,5537.42,171.32,0.11,39.52,Celer,1.35
2023-02-06 00:28:00,BSC,Polygon,USDT,3641.41,65.19,0.71,21.36,Celer,27.95
2023-02-12 17:24:00,Arbitrum,BSC,USDT,6042.85,72.58,0.19,43.22,Wormhole,23.36
2023-01-15 12:21:00,Polygon,Arbitrum,ETH,3745.78,41.42,0.48,14.14,LI.FI,19.7
2023-02-25 01:59:00,BSC,Arbitrum,USDC,401.1,36.25,0.59,35.69,Wormhole,5.46
2023-01-11 07:15:00,BSC,Ethereum,USDT,2254.37,36.09,0.6,49.71,LI.FI,7.34
2023-01-13 02:45:00,Arbitrum,Avalanche,USDT,1418.07,90.59,0.91,15.76,LI.FI,5.07
2023-02-24 21:47:00,Arbitrum,BSC,ETH,4154.97,82.9,0.67,42.99,Celer,11.22
2023-02-15 02:59:00,Ethereum,Avalanche,USDC,7117.14,120.51,0.21,59.25,Wormhole,16.64
2023-01-10 02:44:00,Avalanche,Arbitrum,ETH,3001.15,85.33,0.49,10.68,Wormhole,12.63
2023-01-29 06:55:00,Arbitrum,BSC,USDC,1742.95,64.99,0.52,5.4,Stargate,14.44
2023-01-23 02:56:00,Ethereum,Arbitrum,USDT,6977.62,148.47,0.33,9.1,Hop,6.93
2023-02-06 23:53:00,BSC,Ethereum,DAI,4429.16,117.01,0.82,36.45,Wormhole,13.83
2023-02-03 11:38:00,Avalanche,Arbitrum,ETH,1322.66,195.11,0.52,9.35,Stargate,2.63
2023-01-07 08:54:00,Ethereum,Polygon,USDT,3888.87,130.42,0.67,5.98,Celer,29.02
2023-03-06 17:18:00,Ethereum,Polygon,USDC,311.39,152.41,0.12,55.86,Hop,0.84
2023-01-19 18:11:00,Polygon,Polygon,USDC,7557.15,103.91,1.0,24.87,LI.FI,29.75
2023-02-26 16:20:00,Ethereum,Polygon,DAI,8508.05,146.27,0.74,51.24,Stargate,25.76
2023-01-31 13:32:00,Arbitrum,Arbitrum,DAI,9208.01,98.66,0.41,14.96,Wormhole,14.14
2023-02-14 16:46:00,Avalanche,BSC,DAI,9536.9,29.92,0.75,34.57,LI.FI,15.77
2023-02-12 09:18:00,Arbitrum,Arbitrum,USDT,7723.61,95.52,0.86,44.83,Hop,23.39
2023-01-27 19:08:00,BSC,Avalanche,ETH,6558.57,102.05,0.38,32.1,Wormhole,15.59
2023-03-09 12:16:00,Polygon,Avalanche,ETH,941.32,174.64,0.99,30.94,Wormhole,15.57
2023-03-10 09:14:00,Ethereum,Polygon,ETH,5605.32,193.37,0.38,6.44,Hop,24.85
2023-01-21 07:22:00,Arbitrum,Avalanche,USDC,9993.38,151.86,0.42,32.02,Wormhole,18.89
2023-03-02 13:04:00,Arbitrum,BSC,ETH,3337.75,20.97,0.52,28.67,Hop,4.92
2023-02-25 01:32:00,Ethereum,Ethereum,ETH,2034.89,40.21,0.66,32.79,Celer,14.26
2023-01-19 16:09:00,Arbitrum,BSC,USDT,2611.9,104.58,0.3,16.17,LI.FI,26.59
2023-02-07 00:11:00,Avalanche,Arbitrum,USDC,915.32,56.97,0.36,48.43,Stargate,15.2
2023-01-05 08:31:00,BSC,Arbitrum,USDT,5757.71,110.17,0.34,16.57,Wormhole,9.96
2023-02-22 08:35:00,BSC,BSC,DAI,7419.68,152.55,0.23,54.7,LI.FI,18.23
2023-02-12 04:25:00,BSC,Avalanche,ETH,4661.96,17.3,0.74,28.54,Celer,17.4
2023-03-10 02:21:00,Polygon,Avalanche,USDC,155.13,12.35,0.66,54.35,LI.FI,29.99
2023-01-30 06:30:00,Avalanche,Avalanche,ETH,8490.47,89.61,0.12,31.22,Wormhole,24.15
2023-01-10 06:34:00,BSC,BSC,USDT,648.59,99.33,0.83,16.49,Hop,1.82
2023-03-09 06:39:00,Polygon,Polygon,USDC,1504.41,119.35,0.91,36.35,Hop,16.16
2023-02-06 09:12:00,Ethereum,Ethereum,DAI,1549.8,13.6,0.71,19.9,Stargate,1.91
2023-02-05 20:29:00,Polygon,Ethereum,USDC,1692.29,113.9,0.95,29.8,Celer,7.25
2023-03-08 10:18:00,BSC,Ethereum,USDC,8713.99,198.06,0.73,59.5,Stargate,28.34
2023-02-12 04:34:00,Arbitrum,Avalanche,USDT,3910.12,85.71,0.63,21.27,Wormhole,4.27
2023-01-07 06:38:00,BSC,Ethereum,USDT,3787.22,56.21,0.97,16.96,LI.FI,28.27
2023-03-10 15:15:00,Ethereum,BSC,DAI,4579.11,79.04,0.7,51.43,Hop,28.52
2023-01-21 01:35:00,Polygon,Ethereum,DAI,6550.38,141.17,0.79,29.76,Celer,7.17
2023-02-22 08:34:00,Arbitrum,Ethereum,USDT,8541.34,87.94,0.7,36.23,Wormhole,7.51
2023-01-17 02:43:00,Ethereum,Ethereum,USDC,5660.13,129.05,0.94,41.95,Stargate,17.99
2023-02-22 17:28:00,Ethereum,Arbitrum,ETH,3472.25,57.07,0.84,47.82,Stargate,9.69
2023-02-15 03:28:00,BSC,Ethereum,USDC,6209.7,103.17,0.98,55.84,Wormhole,2.6
2023-01-18 00:10:00,Ethereum,BSC,ETH,7082.05,25.17,0.22,11.29,Stargate,24.26
2023-02-23 10:35:00,Avalanche,Ethereum,DAI,6485.17,138.8,0.67,8.35,Stargate,3.52
2023-03-07 05:45:00,Ethereum,Polygon,DAI,1701.6,59.51,0.67,17.59,Hop,8.83
2023-02-04 04:54:00,Arbitrum,Polygon,USDT,4016.92,72.84,0.21,54.9,Hop,10.14
2023-01-08 18:07:00,Arbitrum,Avalanche,DAI,1254.32,105.8,0.5,7.74,Wormhole,4.09
2023-01-13 15:29:00,Ethereum,BSC,USDC,2178.33,16.57,0.19,17.27,LI.FI,26.61
2023-01-02 01:42:00,Avalanche,Ethereum,USDT,6426.18,135.4,0.69,5.6,LI.FI,5.06
2023-01-01 13:36:00,Ethereum,Avalanche,USDC,5527.55,72.36,0.13,41.49,Stargate,16.29
2023-01-03 07:40:00,Ethereum,Arbitrum,USDT,8759.67,101.82,0.91,32.69,Wormhole,26.52
2023-01-11 19:44:00,Arbitrum,BSC,USDC,5422.05,92.63,0.65,11.17,LI.FI,13.41
2023-01-06 01:53:00,Ethereum,Ethereum,ETH,5969.58,156.59,0.35,40.28,LI.FI,8.87
2023-01-29 15:58:00,Polygon,Ethereum,ETH,6352.43,135.24,0.47,35.56,Celer,27.96
2023-01-01 16:38:00,Ethereum,Ethereum,DAI,901.65,165.92,0.66,31.33,Hop,1.07
2023-02-07 17:12:00,Polygon,BSC,ETH,8684.03,40.55,0.82,43.94,Stargate,21.79
2023-02-16 17:05:00,Polygon,BSC,USDC,655.76,47.69,0.9,8.93,Hop,12.91
2023-01-04 07:43:00,Polygon,Avalanche,DAI,1354.91,47.33,0.5,54.67,Celer,12.25
2023-01-02 02:12:00,Polygon,BSC,ETH,2727.82,50.77,0.24,8.25,LI.FI,27.43
2023-02-25 14:09:00,Arbitrum,Ethereum,USDT,7290.6,163.08,0.4,24.29,Stargate,11.45
2023-02-11 06:43:00,Avalanche,Ethereum,USDC,5483.35,106.76,0.71,27.17,Wormhole,6.26
2023-03-06 15:37:00,Arbitrum,BSC,USDT,9208.54,64.16,0.69,26.26,Wormhole,10.63
2023-01-14 22:36:00,Arbitrum,Polygon,USDC,5605.82,59.62,0.98,58.98,LI.FI,4.71
2023-02-01 00:31:00,Polygon,Avalanche,DAI,7569.03,95.09,0.48,41.14,Hop,18.75
2023-02-02 10:00:00,BSC,Avalanche,USDC,5805.11,174.99,0.54,39.93,Stargate,11.47
2023-02-18 01:27:00,BSC,Ethereum,USDC,8572.8,154.42,0.71,26.18,LI.FI,23.31
2023-02-13 17:10:00,Arbitrum,Avalanche,USDC,2734.21,150.84,0.61,18.41,Wormhole,9.29
2023-02-20 21:46:00,Avalanche,Avalanche,USDC,729.3,169.04,0.2,34.55,Hop,22.77
2023-02-17 04:32:00,Avalanche,BSC,ETH,1467.83,142.79,0.46,52.58,LI.FI,28.12
2023-02-12 02:45:00,Polygon,Polygon,USDC,47.29,131.84,0.26,27.19,Celer,5.01
2023-02-14 22:38:00,Avalanche,Arbitrum,ETH,9557.14,162.06,0.27,50.36,Celer,19.58
2023-01-05 16:23:00,Avalanche,BSC,DAI,5888.61,169.37,0.32,35.13,Stargate,11.57
2023-02-11 18:32:00,Ethereum,Polygon,USDC,5421.51,170.59,0.78,6.17,Wormhole,15.56
2023-02-14 01:40:00,Ethereum,BSC,USDC,2113.51,47.01,0.2,55.33,Celer,1.48
2023-02-07 13:33:00,Avalanche,Avalanche,ETH,4770.65,63.39,0.81,24.97,LI.FI,26.06
2023-01-10 13:02:00,BSC,Polygon,DAI,7597.55,167.96,0.66,22.17,LI.FI,25.23
2023-01-31 12:28:00,Ethereum,BSC,USDC,4056.35,159.46,0.65,46.76,Stargate,18.64
2023-03-09 11:23:00,Arbitrum,Polygon,ETH,3173.84,110.14,0.75,23.4,Stargate,24.32
2023-01-15 03:05:00,Arbitrum,Polygon,ETH,1605.46,67.27,0.9,40.61,LI.FI,19.0
2023-02-27 16:54:00,Ethereum,Polygon,USDC,707.87,17.07,0.41,56.01,Hop,14.62
2023-01-18 12:50:00,Arbitrum,Avalanche,DAI,5534.05,28.86,0.69,54.78,Celer,28.25
2023-02-26 15:09:00,Ethereum,Avalanche,DAI,3478.16,93.06,0.1,30.51,Stargate,8.77
2023-01-02 09:01:00,Polygon,Arbitrum,USDC,100.07,86.15,0.38,11.36,LI.FI,21.32
2023-02-10 13:30:00,Avalanche,Avalanche,USDT,8726.91,146.84,0.41,35.26,Hop,4.32
2023-01-11 01:28:00,Avalanche,Avalanche,USDT,2608.19,191.03,0.24,38.66,Hop,13.23
2023-01-19 00:02:00,Ethereum,Avalanche,DAI,9422.75,55.23,0.2,34.68,Wormhole,24.64
2023-02-22 18:55:00,Avalanche,Arbitrum,ETH,4387.15,189.55,0.41,39.02,Stargate,2.14
2023-01-06 05:02:00,Ethereum,Avalanche,ETH,2800.45,85.95,0.16,58.01,LI.FI,9.45
2023-03-04 07:35:00,Avalanche,BSC,DAI,1258.06,46.69,0.21,55.26,Celer,23.74
2023-02-25 12:49:00,Ethereum,Arbitrum,DAI,1293.17,57.09,0.87,43.28,Wormhole,13.78
2023-01-07 13:01:00,BSC,Polygon,USDC,4835.94,124.03,0.97,28.43,Stargate,0.38
2023-01-18 00:12:00,BSC,Polygon,USDC,1164.78,46.9,0.57,30.89,Celer,22.83
2023-01-03 11:02:00,Polygon,Ethereum,USDT,1678.87,73.36,0.5,32.78,Stargate,14.99
2023-01-25 22:29:00,Arbitrum,Ethereum,USDC,659.63,172.85,0.87,40.07,Stargate,6.26
2023-01-25 12:39:00,BSC,Ethereum,DAI,3285.25,90.38,0.3,51.27,Stargate,18.62
2023-03-08 19:15:00,Polygon,Ethereum,DAI,6337.0,80.24,0.45,9.0,Stargate,17.74
2023-02-05 07:21:00,BSC,Avalanche,ETH,9239.09,143.31,0.35,9.83,Wormhole,27.41
2023-01-04 01:03:00,Arbitrum,Arbitrum,USDT,4981.59,191.52,0.74,59.68,Stargate,18.54
2023-01-24 01:22:00,Arbitrum,BSC,DAI,9472.61,69.43,0.47,45.77,Stargate,3.39
2023-01-30 23:49:00,Avalanche,Arbitrum,USDC,5545.57,86.5,0.67,39.76,Hop,4.21
2023-01-15 17:42:00,Arbitrum,BSC,USDC,4634.58,5.83,0.7,31.7,Celer,28.92
2023-01-31 10:54:00,Ethereum,BSC,USDC,5662.47,99.65,0.26,48.34,LI.FI,27.29
2023-02-21 00:03:00,Avalanche,Ethereum,DAI,2609.73,108.27,0.48,56.16,Stargate,8.06
2023-02-07 08:43:00,Ethereum,Arbitrum,USDC,7826.21,6.16,0.14,48.32,LI.FI,5.42
2023-02-19 02:12:00,Arbitrum,Polygon,USDC,1679.71,157.46,0.18,50.56,Hop,14.26
2023-02-09 14:18:00,BSC,Arbitrum,ETH,6249.83,48.39,0.19,42.68,Hop,11.33
2023-02-28 14:01:00,Avalanche,Polygon,DAI,7993.07,119.79,0.34,15.36,Stargate,22.43
2023-01-09 11:38:00,Ethereum,Polygon,ETH,608.01,179.91,0.49,5.65,Celer,19.67
2023-01-31 02:46:00,Arbitrum,Arbitrum,USDT,2810.62,133.55,0.35,56.48,Stargate,12.07
2023-01-02 04:49:00,Polygon,Ethereum,USDT,4952.16,169.84,0.15,14.59,Hop,24.61
2023-02-20 13:14:00,Ethereum,BSC,DAI,7859.98,11.42,0.99,13.83,Wormhole,14.0
2023-02-26 20:11:00,Avalanche,BSC,ETH,5265.67,181.49,0.62,27.67,Stargate,3.15
2023-02-17 01:52:00,Avalanche,Ethereum,DAI,2704.52,33.41,0.92,10.18,Wormhole,1.93
2023-01-31 15:09:00,Ethereum,Avalanche,USDC,6491.73,55.76,0.13,32.34,Stargate,21.27
2023-02-02 14:54:00,Ethereum,Avalanche,USDC,7517.28,118.83,0.64,15.01,Stargate,15.65
2023-01-04 05:27:00,Avalanche,BSC,USDT,867.77,76.39,0.29,23.99,Celer,7.71
2023-01-24 03:46:00,Polygon,Polygon,DAI,9536.37,178.13,0.82,34.36,Wormhole,19.55
